name	rank	last_changed	profile_group	habitat	flying	diet

Photinus concisus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	herbivore

Photinus greeni	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	herbivore

Photinus macdermotti	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	herbivore

Photinus marginellus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	herbivore

Photinus pyralis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	herbivore

Photinus sabulosus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	herbivore

Photuris lucicrescens	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	herbivore

Photuris pennsylvanica	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	herbivore

Photuris versicolor	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	herbivore

Phromnia rosea	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest	yes	herbivore

Phryganea grandis	GenusAndSpecies	2025-05-01 23:11:52	Trichoptera	freshwater	yes	herbivore

Phrynichus scaber	GenusAndSpecies	2025-05-01 23:11:52	Amblypygi	soil	no	carnivore

Phrynus marginemaculatus	GenusAndSpecies	2025-05-01 23:11:52	Amblypygi	soil	no	herbivore

Phrynus operculatus	GenusAndSpecies	2025-05-01 23:11:52	Amblypygi	soil	no	herbivore

Phrynus whitei	GenusAndSpecies	2025-05-01 23:11:52	Amblypygi	soil	no	herbivore

Phyllium giganteum	GenusAndSpecies	2025-05-01 23:11:52	Phasmatodea	forest	no	herbivore

Phyllium philippinicum	GenusAndSpecies	2025-05-01 23:11:52	Phasmatodea	forest	no	herbivore

Phyllocoptes fructiphilus	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	forest, grassland, freshwater	no	herbivore

Phyllocrania paradoxa	GenusAndSpecies	2025-05-01 23:11:52	Mantodea	grassland, freshwater	no	carnivore

Phyllophorina kotoshoensis	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland, freshwater	no	herbivore

Phytocoris tiliae	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland, freshwater	no	herbivore

Pieris brassicae	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Piona carnea	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	forest, soil	no	herbivore

Pisaura mirabilis	GenusAndSpecies	2025-05-01 23:11:52	Araneae	urban	no	carnivore

Pissodes strobi	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland, freshwater	no	herbivore

Pityogenes chalcographus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland, freshwater	no	herbivore

Platyarthrus hoffmannseggii	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	soil	no	herbivore

Platycerus caraboides	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Platycheirus albimanus	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, grassland, freshwater	yes	herbivore

Platycnemis pennipes	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	herbivore

Platydracus stercorarius	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Platygerris assimetricus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	herbivore

Platymeris biguttatus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	varied	no	herbivore

Platyneuromus soror	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	herbivore

Platypleura divisa	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	soil	no	herbivore

Plectrocnemia conspersa	GenusAndSpecies	2025-05-01 23:11:52	Trichoptera	freshwater	yes	herbivore

Plutella xylostella	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Pochazia shantungensis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest	no	herbivore

Podisus maculiventris	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	no	carnivore

Podocampa fragilis	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	herbivore

Poecilotheria regalis	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Poecilus cupreus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Poekilloptera phalaenoides	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest	yes	herbivore

Pogonognathellus longicornis	GenusAndSpecies	2025-05-01 23:11:52	Hexapoda	soil	no	herbivore

Polistes fuscatus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	forest, grassland, urban	yes	herbivore

Polybia paulista	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	forest, grassland, urban	yes	carnivore

Polycentropus confusus	GenusAndSpecies	2025-05-01 23:11:52	Trichoptera	freshwater	yes	negavore

Polydrusus formosus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Polygraphus poligraphus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	parasite

Polyplax serrata	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	marine	no	parasite

Pompilus cinereus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	forest, grassland	no	herbivore

Porcellio dilatatus	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	freshwater	no	herbivore

Porcellio laevis	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	freshwater, soil	no	herbivore

Porcellio scaber	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	forest, freshwater, urban	no	detritivore

Porcellio spinicornis	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	freshwater, soil	no	herbivore

Porcellionides pruinosus	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	freshwater, soil	no	detritivore

Potamanthus luteus	GenusAndSpecies	2025-05-01 23:11:52	Ephemeroptera	freshwater	yes	negavore

Prionus coriarius	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Proclinopyga melanderi	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater	yes	detritivore

Procloeon rivulare	GenusAndSpecies	2025-05-01 23:11:52	Ephemeroptera	freshwater	yes	negavore

Procordulia smithii	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Proctacanthus heros	GenusAndSpecies	2025-05-01 23:11:52	Diptera	grassland	yes	carnivore

Proechinophthirus fluctus	GenusAndSpecies	2025-05-01 23:11:52		marine	no	parasite

Prolabia arachidis	GenusAndSpecies	2025-05-01 23:11:52	Dermaptera	soil	no	omnivore

Promachus rufipes	GenusAndSpecies	2025-05-01 23:11:52	Diptera	grassland	yes	carnivore

Propylea quatuordecimpunctata	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, grassland	no	herbivore

Prosopocoilus giraffa	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Protentomon milloti	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	soil	no	herbivore

Protonemura meyeri	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	freshwater	yes	negavore

Protoneura cara	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	negavore

Protura americana	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	herbivore

Proxys punctulatus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	yes	carnivore

Psalmopoeus irminia	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Psaltoda moerens	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	soil	no	herbivore

Psammotermes allocerus	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	forest	no	herbivore

Psammotettix alienus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Pselliopus barberi	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	varied	no	carnivore

Pseudagrion rubriceps	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Pseudocandona compressa	GenusAndSpecies	2025-05-01 23:11:52	Ostracoda	freshwater	no	detritivore

Pseudocellus bolivari	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	herbivore

Pseudocellus boneti	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	herbivore

Pseudocellus cookei	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	herbivore

Pseudocellus franckei	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	scavenger

Pseudocellus mitchelli	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	carnivore

Pseudocellus pearsei	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	carnivore

Pseudocellus seacus	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	herbivore

Pseudocellus strebeli	GenusAndSpecies	2025-05-01 23:11:52	Ricinulei	soil	no	herbivore

Pseudocreobotra wahlbergii	GenusAndSpecies	2025-05-01 23:11:52	Mantodea	grassland	no	carnivore

Pseudodendrothrips mori	GenusAndSpecies	2025-05-01 23:11:52	Thysanoptera	grassland	no	herbivore

Pseudomyrmex triplarinus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	forest	no	herbivore

Pseudophasma fulvum	GenusAndSpecies	2025-05-01 23:11:52	Phasmatodea	forest	no	herbivore

Pseudopsocus rostocki	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	forest	no	herbivore

Psococerastis antica	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	soil	no	detritivore

Psococerastis gibbosa	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	soil	no	herbivore

Psocus bipunctatus	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	soil	no	herbivore

Psorophora ciliata	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	no	carnivore

Ptenothrix atra	GenusAndSpecies	2025-05-01 23:11:52	Hexapoda	soil	no	herbivore

Pterinochilus murinus	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Pteronarcys californica	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	freshwater	yes	carnivore

Pterophylla camellifolia	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	herbivore

Pterostichus melanarius	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Pthirus pubis	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	forest, grassland	no	parasite

Pulex irritans	GenusAndSpecies	2025-05-01 23:11:52	Siphonaptera	forest, freshwater, grassland, soil	no	parasite

Pyemotes tritici	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	soil	no	parasite

Pyrocoelia rufa	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	carnivore

Pyrops atroalbus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Pyrops candelaria	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Pyrops cingulata	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Pyrops delessertii	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Pyrops intricatus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	yes	parasite

Pyrops karenia	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Pyrops maculatus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	parasite

Pyrops ochracea	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	parasite

Pyrops spinolae	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	carnivore

Pyrops viridirostris	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	parasite

Pyrops watanabei	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Pyrops whiteheadi	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	parasite

Pyropyga nigricans	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	herbivore

Pyrrhocoris apterus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	soil	no	herbivore

Quedius mesomelinus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Quesada gigas	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	soil	no	herbivore

Ramulus artemis	GenusAndSpecies	2025-05-01 23:11:52	Phasmatodea	forest	no	herbivore

Ranatra australiensis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Ranatra fusca	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Ranatra kirkaldyi	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	herbivore

Ranatra linearis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Ranatra mexicana	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Ranatra montezuma	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Ranatra nigra	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Ranatra unicolor	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Ranatra varipes	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Raphidia alcoholica	GenusAndSpecies	2025-05-01 23:11:52	Raphidioptera	forest	yes	herbivore

Raphidia ligurica	GenusAndSpecies	2025-05-01 23:11:52	Raphidioptera	forest	yes	carnivore

Raphidia major	GenusAndSpecies	2025-05-01 23:11:52	Raphidioptera	forest	yes	carnivore

Raphidia mediterranea	GenusAndSpecies	2025-05-01 23:11:52	Raphidioptera	forest	yes	carnivore

Raphidia notata	GenusAndSpecies	2025-05-01 23:11:52	Raphidioptera	forest	yes	carnivore

Raphidia ophiopsis	GenusAndSpecies	2025-05-01 23:11:52	Raphidioptera	forest	yes	carnivore

Reduvius personatus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	varied	no	carnivore

Reticulitermes flavipes	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	forest	no	herbivore

Rhabdiopteryx acuminata	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	freshwater	yes	detritivore

Rhabdophaga rosaria	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	parasite

Rhadinopsylla insolita	GenusAndSpecies	2025-05-01 23:11:52	Siphonaptera	forest, grassland	no	parasite

Rhaetulus crenatus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Rhaetulus didieri	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Rhagodes melanus	GenusAndSpecies	2025-05-01 23:11:52	Solifugae	desert	no	carnivore

Rhagodes nigrocinctus	GenusAndSpecies	2025-05-01 23:11:52	Solifugae	desert	no	carnivore

Rhagodorta zorab	GenusAndSpecies	2025-05-01 23:11:52	Solifugae	desert	no	carnivore

Rheumatobates rileyi	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Rhingia campestris	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, grassland	yes	detritivore

Rhinocyllus conicus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Rhipicephalus appendiculatus	GenusAndSpecies	2025-05-01 23:11:52	Ixodida	forest, soil	no	parasite

Rhipicephalus sanguineus	GenusAndSpecies	2025-05-01 23:11:52	Ixodida	forest, soil	no	parasite

Rhizoglyphus robini	GenusAndSpecies	2025-05-01 23:11:52		soil	no	herbivore

Rhodnius prolixus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	varied	no	herbivore

Rhombodera basalis	GenusAndSpecies	2025-05-01 23:11:52	Mantodea	grassland	no	carnivore

Rhopalopsyllus saevus	GenusAndSpecies	2025-05-01 23:11:52	Siphonaptera	forest, grassland	no	parasite

Rhotana trivittata	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest	no	herbivore

Rhyacophila dorsalis	GenusAndSpecies	2025-05-01 23:11:52	Trichoptera	freshwater	yes	carnivore

Rhynchophorus ferrugineus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Rhynocoris iracundus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	varied	no	carnivore

Rhynocoris rubricus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	varied	no	carnivore

Rhyothemis variegata	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Rhysida longicornis	GenusAndSpecies	2025-05-01 23:11:52	Chilopoda	soil	no	carnivore

Rhyzobius forestieri	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, grassland	no	carnivore

Ricania speculum	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest	no	parasite

Rilaena triangularis	GenusAndSpecies	2025-05-01 23:11:52	Opiliones	soil	no	herbivore

Ropalidia marginata	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	forest, grassland, urban	yes	herbivore

Rosalia alpina	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Rothschildia aurota	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	negavore

Rymosia fasciata	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	herbivore

Sabacon cavicolens	GenusAndSpecies	2025-05-01 23:11:52	Opiliones	soil	no	detritivore

Saiva gemmata	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Salticus scenicus	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Samia cynthia	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	negavore

Saperda carcharias	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Sarcophaga carnaria	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	herbivore

Sarcoptes scabiei	GenusAndSpecies	2025-05-01 23:11:52		soil	no	herbivore

Sarscypridopsis aculeata	GenusAndSpecies	2025-05-01 23:11:52	Ostracoda	freshwater	no	detritivore

Saturnia pyri	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	negavore

Scaeva pyrastri	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, grassland	yes	carnivore

Scaphoideus titanus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Scarabaeus sacer	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Scarabaeus viettei	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Scarites subterraneus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	parasite

Scatopsciara atomaria	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	herbivore

Sceliphron caementarium	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	forest, grassland	no	herbivore

Schedorhinotermes intermedius	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	forest	no	herbivore

Schistocerca gregaria	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	herbivore

Scirtothrips dorsalis	GenusAndSpecies	2025-05-01 23:11:52	Thysanoptera	grassland	no	herbivore

Scolopendra cataracta	GenusAndSpecies	2025-05-01 23:11:52	Chilopoda	soil	no	herbivore

Scolopendra gigantea	GenusAndSpecies	2025-05-01 23:11:52	Chilopoda	soil	no	carnivore

Scolopendra heros	GenusAndSpecies	2025-05-01 23:11:52	Chilopoda	soil	no	carnivore

Scolopendra morsitans	GenusAndSpecies	2025-05-01 23:11:52	Chilopoda	soil	no	carnivore

Scolopendra polymorpha	GenusAndSpecies	2025-05-01 23:11:52	Chilopoda	soil	no	carnivore

Scolopendra subspinipes	GenusAndSpecies	2025-05-01 23:11:52	Chilopoda	soil	no	carnivore

Scolytus multistriatus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Scolytus schevyrewi	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Scorpio maurus	GenusAndSpecies	2025-05-01 23:11:52	Scorpiones	soil	no	carnivore

Scorpiops tibetanus	GenusAndSpecies	2025-05-01 23:11:52	Scorpiones	soil	no	carnivore

Scudderia furcata	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	herbivore

Scutigera coleoptrata	GenusAndSpecies	2025-05-01 23:11:52	Chilopoda	urban	no	carnivore

Scymnus difficilis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, grassland	no	carnivore

Seira domestica	GenusAndSpecies	2025-05-01 23:11:52	Hexapoda	soil	no	detritivore

Sepedophilus littoreus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Serianus carolinensis	GenusAndSpecies	2025-05-01 23:11:52	Pseudoscorpiones	soil	no	herbivore

Sericomyia silentis	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, grassland, freshwater	yes	detritivore

Sericostoma personatum	GenusAndSpecies	2025-05-01 23:11:52	Trichoptera	freshwater, soil	yes	detritivore

Sericothrips staphylinus	GenusAndSpecies	2025-05-01 23:11:52	Thysanoptera	grassland	no	parasite

Serradigitus gertschi	GenusAndSpecies	2025-05-01 23:11:52	Scorpiones	desert	no	herbivore

Serratella ignita	GenusAndSpecies	2025-05-01 23:11:52	Ephemeroptera	freshwater	yes	detritivore

Serrognathus platymelus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Shelfordella lateralis	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	no	herbivore

Sialis aequalis	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Sialis americana	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Sialis californica	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Sialis concava	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	negavore

Sialis dicolor	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	herbivore

Sialis flavilabris	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	negavore

Sialis fuliginosa	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Sialis hamata	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Sialis hasta	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	herbivore

Sialis infumata	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Sialis longicornis	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	negavore

Sialis lutaria	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	negavore

Sialis minnesotensis	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	carnivore

Sialis morio	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	herbivore

Sialis nigripes	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	herbivore

Sialis robusta	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	negavore

Sialis spangleri	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	negavore

Sialis utahensis	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	herbivore

Sialis vagans	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	negavore

Sialis velata	GenusAndSpecies	2025-05-01 23:11:52	Megaloptera	freshwater	yes	negavore

Sigara alternata	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	detritivore

Sigara dorsalis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	detritivore

Sigara fossarum	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	detritivore

Sigara lateralis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	herbivore

Sigara stagnalis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	detritivore

Sigara striata	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	herbivore

Sigmoria trimaculata	GenusAndSpecies	2025-05-01 23:11:52	Diplopoda	soil	no	detritivore

Silvestridia africana	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	herbivore

Silvestritermes euamignathus	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	no	herbivore

Silvius alpinus	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	herbivore

Simulium damnosum	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater	yes	parasite

Sinea diadema	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	varied	no	carnivore

Sinentomon erythranum	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	herbivore

Siphanta acuta	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest	yes	herbivore

Sipyloidea sipylus	GenusAndSpecies	2025-05-01 23:11:52	Phasmatodea	forest	no	herbivore

Sisyphus schaefferi	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Sitophilus granarius	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Sitophilus oryzae	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Skogsbergia lerneri	GenusAndSpecies	2025-05-01 23:11:52	Ostracoda	marine	no	scavenger

Skwala americana	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	freshwater	yes	detritivore

Sminthurides aquaticus	GenusAndSpecies	2025-05-01 23:11:52	Hexapoda	freshwater	no	detritivore

Solenopsis altinodis	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Solenopsis amblychila	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Solenopsis azteca	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Solenopsis daguerrei	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	parasite

Solenopsis fugax	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	parasite

Solenopsis geminata	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	omnivore

Solenopsis hyalinipennis	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	detritivore

Solenopsis imitatrix	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Solenopsis invicta	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	omnivore

Solenopsis metallica	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

